,pokemon_nome,pokemon_altura,pokemon_peso,pokemon_cor_pokedex,pokemon_evolucao,pokemon_tipo,Dano
151.0,Mew,,,,[],['Psychic'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*0.5', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*2', 'Dragon': '*1', 'Dark': '*2', 'Steel': '*1', 'Fairy': '*1'}"
150.0,Mewtwo,6'072.0 m,269.0 lbs.122.0 kg,Purple,[],['Psychic'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*0.5', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*2', 'Dragon': '*1', 'Dark': '*2', 'Steel': '*1', 'Fairy': '*1'}"
149.0,Dragonite,7'032.2 m,463.0 lbs.210.0 kg,Brown,[],"['Dragon', 'Flying']","{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*1', 'Grass': '*0.25', 'Ice': '*4', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*0', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*2', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*2'}"
148.0,Dragonair,13'014.0 m,36.4 lbs.16.5 kg,Blue,['Dragonite'],['Dragon'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*0.5', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*2', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*2'}"
147.0,Dratini,5'111.8 m,7.3 lbs.3.3 kg,Blue,"['Dragonair', 'Dragonite']",['Dragon'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*0.5', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*2', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*2'}"
146.0,Moltres,6'072.0 m,132.3 lbs.60.0 kg,Yellow,[],"['Fire', 'Flying']","{'Normal': '*1', 'Fire': '*0.5', 'Water': '*2', 'Electric': '*2', 'Grass': '*0.25', 'Ice': '*1', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*0', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.25', 'Rock': '*4', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*0.5'}"
145.0,Zapdos,5'031.6 m,116.0 lbs.52.6 kg,Yellow,[],"['Electric', 'Flying']","{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*0', 'Flying': '*0.5', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
144.0,Articuno,5'071.7 m,122.1 lbs.55.4 kg,Blue,[],"['Ice', 'Flying']","{'Normal': '*1', 'Fire': '*2', 'Water': '*1', 'Electric': '*2', 'Grass': '*0.5', 'Ice': '*1', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*0', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*4', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*2', 'Fairy': '*1'}"
143.0,Snorlax,6'112.1 m,1014.1 lbs.460.0 kg,Black,['Gigantamax Snorlax'],['Normal'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*0', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
142.0,Aerodactyl,5'111.8 m,130.1 lbs.59.0 kg,Purple,[],"['Rock', 'Flying']","{'Normal': '*0.5', 'Fire': '*0.5', 'Water': '*2', 'Electric': '*2', 'Grass': '*1', 'Ice': '*2', 'Fighting': '*1', 'Poison': '*0.5', 'Ground': '*0', 'Flying': '*0.5', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*2', 'Fairy': '*1'}"
141.0,Kabutops,4'031.3 m,89.3 lbs.40.5 kg,Brown,[],"['Rock', 'Water']","{'Normal': '*0.5', 'Fire': '*0.25', 'Water': '*1', 'Electric': '*2', 'Grass': '*4', 'Ice': '*0.5', 'Fighting': '*2', 'Poison': '*0.5', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
140.0,Kabuto,1'080.5 m,25.4 lbs.11.5 kg,Brown,['Kabutops'],"['Rock', 'Water']","{'Normal': '*0.5', 'Fire': '*0.25', 'Water': '*1', 'Electric': '*2', 'Grass': '*4', 'Ice': '*0.5', 'Fighting': '*2', 'Poison': '*0.5', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
139.0,Omastar,3'031.0 m,77.2 lbs.35.0 kg,Blue,[],"['Rock', 'Water']","{'Normal': '*0.5', 'Fire': '*0.25', 'Water': '*1', 'Electric': '*2', 'Grass': '*4', 'Ice': '*0.5', 'Fighting': '*2', 'Poison': '*0.5', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
138.0,Omanyte,1'040.4 m,16.5 lbs.7.5 kg,Blue,['Omastar'],"['Rock', 'Water']","{'Normal': '*0.5', 'Fire': '*0.25', 'Water': '*1', 'Electric': '*2', 'Grass': '*4', 'Ice': '*0.5', 'Fighting': '*2', 'Poison': '*0.5', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
137.0,Porygon,2′07″0.8 m,80.5 lbs.36.5 kg,Pink,"['Porygon2', 'Porygon-Z']",['Normal'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*0', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
130.0,Gyarados,21'046.5 m,518.1 lbs.235.0 kg,Blue,[],"['Water', 'Flying']","{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*4', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*0', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
136.0,Flareon,2'110.9 m,55.1 lbs.25.0 kg,Red,"['Espeon', 'Umbreon', 'Sylveon', 'Learn as Eevee']",['Fire'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*2', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*2', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*0.5'}"
135.0,Jolteon,2'070.8 m,54.0 lbs.24.5 kg,Yellow,"['Vaporeon', 'Flareon', 'Espeon', 'Umbreon', 'Sylveon', 'Learn as Eevee']",['Electric'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*0.5', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
134.0,Vaporeon,3'031.0 m,63.9 lbs.29.0 kg,Blue,"['Flareon', 'Espeon', 'Umbreon', 'Sylveon', 'Learn as Eevee']",['Water'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*2', 'Grass': '*2', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
131.0,Lapras,8'022.5 m,485.0 lbs.220.0 kg,Blue,['Gigantamax Lapras'],"['Water', 'Ice']","{'Normal': '*1', 'Fire': '*1', 'Water': '*0.5', 'Electric': '*2', 'Grass': '*2', 'Ice': '*0.25', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
129.0,Magikarp,2'110.9 m,22.0 lbs.10.0 kg,Red,['Gyarados'],['Water'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*2', 'Grass': '*2', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
132.0,Ditto,1'000.3 m,8.8 lbs.4.0 kg,Purple,[],['Normal'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*0', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
133.0,Eevee,1'000.3 m,14.3 lbs.6.5 kg,Brown,"['Gigantamax Eevee', 'Leafeon', 'Glaceon', 'Jolteon', 'Vaporeon', 'Flareon', 'Espeon', 'Umbreon', 'Sylveon']",['Normal'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*0', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
127.0,Pinsir,4'111.5 m,121.3 lbs.55.0 kg,Brown,[],['Bug'],"{'Normal': '*1', 'Fire': '*2', 'Water': '*1', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*1', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*0.5', 'Flying': '*2', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
126.0,Magmar,4'031.3 m,98.1 lbs.44.5 kg,Red,['Magmortar'],['Fire'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*2', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*2', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*0.5'}"
125.0,Electabuzz,3'071.1 m,66.1 lbs.30.0 kg,Yellow,['Electivire'],['Electric'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*0.5', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
124.0,Jynx,4'071.4 m,89.5 lbs.40.6 kg,Red,[],"['Ice', 'Psychic']","{'Normal': '*1', 'Fire': '*2', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*0.5', 'Bug': '*2', 'Rock': '*2', 'Ghost': '*2', 'Dragon': '*1', 'Dark': '*2', 'Steel': '*2', 'Fairy': '*1'}"
128.0,Tauros,4'071.4 m,194.9 lbs.88.4 kg,Brown,[],['Normal'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*0', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
123.0,Scyther,4'111.5 m,123.5 lbs.56.0 kg,Green,['Scizor'],"['Bug', 'Flying']","{'Normal': '*1', 'Fire': '*2', 'Water': '*1', 'Electric': '*2', 'Grass': '*0.25', 'Ice': '*2', 'Fighting': '*0.25', 'Poison': '*1', 'Ground': '*0', 'Flying': '*2', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*4', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
121.0,Starmie,3'071.1 m,176.4 lbs.80.0 kg,Purple,[],"['Water', 'Psychic']","{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*2', 'Grass': '*2', 'Ice': '*0.5', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*0.5', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*2', 'Dragon': '*1', 'Dark': '*2', 'Steel': '*0.5', 'Fairy': '*1'}"
120.0,Staryu,2'070.8 m,76.1 lbs.34.5 kg,Brown,['Starmie'],['Water'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*2', 'Grass': '*2', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
119.0,Seaking,4'031.3 m,86.0 lbs.39.0 kg,Red,[],['Water'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*2', 'Grass': '*2', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
117.0,Seadra,3'111.2 m,55.1 lbs.25.0 kg,Blue,['Kingdra'],['Water'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*2', 'Grass': '*2', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
116.0,Horsea,1'040.4 m,17.6 lbs.8.0 kg,Blue,"['Seadra', 'Kingdra']",['Water'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*2', 'Grass': '*2', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
115.0,Kangaskhan,7'032.2 m,176.4 lbs.80.0 kg,Brown,[],['Normal'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*0', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
114.0,Tangela,3'031.0 m,77.2 lbs.35.0 kg,Blue,['Tangrowth'],['Grass'],"{'Normal': '*1', 'Fire': '*2', 'Water': '*0.5', 'Electric': '*0.5', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*1', 'Poison': '*2', 'Ground': '*0.5', 'Flying': '*2', 'Psychic': '*1', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
118.0,Goldeen,2′00″0.6 m,33.1 lbs.15.0 kg,Red,['Seaking'],['Water'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*2', 'Grass': '*2', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
113.0,Chansey,3'071.1 m,76.3 lbs.34.6 kg,Pink,['Blissey'],['Normal'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*0', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
112.0,Rhydon,6'031.9 m,264.6 lbs.120.0 kg,Gray,['Rhyperior'],"['Ground', 'Rock']","{'Normal': '*0.5', 'Fire': '*0.5', 'Water': '*4', 'Electric': '*0', 'Grass': '*4', 'Ice': '*2', 'Fighting': '*2', 'Poison': '*0.25', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*2', 'Fairy': '*1'}"
111.0,Rhyhorn,3'031.0 m,253.5 lbs.115.0 kg,Gray,"['Rhydon', 'Rhyperior']","['Ground', 'Rock']","{'Normal': '*0.5', 'Fire': '*0.5', 'Water': '*4', 'Electric': '*0', 'Grass': '*4', 'Ice': '*2', 'Fighting': '*2', 'Poison': '*0.25', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*2', 'Fairy': '*1'}"
106.0,Hitmonlee,4'111.5 m,109.8 lbs.49.8 kg,Brown,"['Tyrogue', 'Hitmonchan']",['Fighting'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*2', 'Psychic': '*2', 'Bug': '*0.5', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*0.5', 'Steel': '*1', 'Fairy': '*2'}"
110.0,Weezing,3'111.2 m,20.9 lbs.9.5 kg,Purple,"['koffing', 'weezing']",['Poison'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*1', 'Fighting': '*0.5', 'Poison': '*0.5', 'Ground': '*2', 'Flying': '*1', 'Psychic': '*2', 'Bug': '*0.5', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*0.5'}"
109.0,Koffing,2'000.6 m,2.2 lbs.1.0 kg,Purple,"['koffing', 'weezing']",['Poison'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*1', 'Fighting': '*0.5', 'Poison': '*0.5', 'Ground': '*2', 'Flying': '*1', 'Psychic': '*2', 'Bug': '*0.5', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*0.5'}"
108.0,Lickitung,3'111.2 m,144.4 lbs.65.5 kg,Pink,['Lickilicky'],['Normal'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*0', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
105.0,Marowak,3'031.0 m,99.2 lbs.45.0 kg,Brown,"['cubone', 'marowak']",['Ground'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*2', 'Electric': '*0', 'Grass': '*2', 'Ice': '*2', 'Fighting': '*1', 'Poison': '*0.5', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
107.0,Hitmonchan,4'071.4 m,110.7 lbs.50.2 kg,Brown,[],['Fighting'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*2', 'Psychic': '*2', 'Bug': '*0.5', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*0.5', 'Steel': '*1', 'Fairy': '*2'}"
103.0,Exeggutor,6'072.0 m,264.6 lbs.120.0 kg,Yellow,"['exeggcute', 'exeggutor']","['Grass', 'Psychic']","{'Normal': '*1', 'Fire': '*2', 'Water': '*0.5', 'Electric': '*0.5', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*0.5', 'Poison': '*2', 'Ground': '*0.5', 'Flying': '*2', 'Psychic': '*0.5', 'Bug': '*4', 'Rock': '*1', 'Ghost': '*2', 'Dragon': '*1', 'Dark': '*2', 'Steel': '*1', 'Fairy': '*1'}"
99.0,Kingler,4'031.3 m,132.3 lbs.60.0 kg,Red,['Gigantamax Kingler'],['Water'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*2', 'Grass': '*2', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
98.0,Krabby,1'040.4 m,14.3 lbs.6.5 kg,Red,"['Kingler', 'Gigantamax Kingler']",['Water'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*2', 'Grass': '*2', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
104.0,Cubone,1'040.4 m,14.3 lbs.6.5 kg,Brown,"['cubone', 'marowak']",['Ground'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*2', 'Electric': '*0', 'Grass': '*2', 'Ice': '*2', 'Fighting': '*1', 'Poison': '*0.5', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
102.0,Exeggcute,1'040.4 m,5.5 lbs.2.5 kg,Pink,"['exeggcute', 'exeggutor']","['Grass', 'Psychic']","{'Normal': '*1', 'Fire': '*2', 'Water': '*0.5', 'Electric': '*0.5', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*0.5', 'Poison': '*2', 'Ground': '*0.5', 'Flying': '*2', 'Psychic': '*0.5', 'Bug': '*4', 'Rock': '*1', 'Ghost': '*2', 'Dragon': '*1', 'Dark': '*2', 'Steel': '*1', 'Fairy': '*1'}"
95.0,Onix,28'108.8 m,463.0 lbs.210.0 kg,Gray,['Steelix'],"['Rock', 'Ground']","{'Normal': '*0.5', 'Fire': '*0.5', 'Water': '*4', 'Electric': '*0', 'Grass': '*4', 'Ice': '*2', 'Fighting': '*2', 'Poison': '*0.25', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*2', 'Fairy': '*1'}"
92.0,Gastly,,,,"['Haunter', 'Gengar', 'Gigantamax Gengar']","['Ghost', 'Poison']","{'Normal': '*0', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*1', 'Fighting': '*0', 'Poison': '*0.25', 'Ground': '*2', 'Flying': '*1', 'Psychic': '*2', 'Bug': '*0.25', 'Rock': '*1', 'Ghost': '*2', 'Dragon': '*1', 'Dark': '*2', 'Steel': '*1', 'Fairy': '*0.5'}"
93.0,Haunter,,,,"['Gengar', 'Gigantamax Gengar']","['Ghost', 'Poison']","{'Normal': '*0', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*1', 'Fighting': '*0', 'Poison': '*0.25', 'Ground': '*2', 'Flying': '*1', 'Psychic': '*2', 'Bug': '*0.25', 'Rock': '*1', 'Ghost': '*2', 'Dragon': '*1', 'Dark': '*2', 'Steel': '*1', 'Fairy': '*0.5'}"
94.0,Gengar,4'111.5 m,89.3 lbs.40.5 kg,Purple,['Gigantamax Gengar'],"['Ghost', 'Poison']","{'Normal': '*0', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*1', 'Fighting': '*0', 'Poison': '*0.25', 'Ground': '*2', 'Flying': '*1', 'Psychic': '*2', 'Bug': '*0.25', 'Rock': '*1', 'Ghost': '*2', 'Dragon': '*1', 'Dark': '*2', 'Steel': '*1', 'Fairy': '*0.5'}"
